Year,Country Code,GDP
2002,AZE,6236024951
2002,BHS,6957996000
2002,BHR,9632155053
2002,BGD,54724081491
2002,BRB,3169500000
2002,BLR,14594925393
2002,BEL,2.59E+11
2002,BLZ,932551850
2002,BEN,3054571082
2002,BMU,3937228000
2002,BTN,537050133.7
2002,BOL,7905485216
2002,BIH,6651226179
2002,BWA,5438857107
2002,BRA,5.08E+11
2002,VGB,..
2002,BRN,5843329108
2002,BGR,16360346654
2002,BFA,3205592290
2002,BDI,825394490.2
2002,CPV,620974660.2
2002,KHM,4284028138
2002,CMR,10879778384
2002,CAN,7.58E+11
2002,CYM,..
2002,CAF,991387870.1
2002,TCD,1987622279
2002,CHI,6663669065
2002,CHL,70984568429
2002,CHN,1.46E+12
2002,COL,97933392356
2002,COM,246737679.5
2002,ZAR,8728038525
2002,COG,3019993723
2002,CRI,16844378578
2002,CIV,12346919216
2002,HRV,26878499206
2002,CUB,33590400000
2002,CUW,..
2002,CYP,11345759615
2002,CZE,81696651659
2002,DNK,1.79E+11
2002,DJI,591122039.6
2002,DMA,337695734.8
2002,DOM,26571659051
2002,ECU,28548945000
2002,EGY,87850683979
2002,SLV,14306700000
2002,GNQ,1806742742
2002,ERI,729321366.7
2002,EST,7322068381
2002,ETH,7850809498
2002,FRO,1268445919
2002,FJI,1842691481
2002,FIN,1.40E+11
2002,FRA,1.50E+12
2002,PYF,..
2002,GAB,5310381151
2002,GMB,578236035.1
2002,GEO,3395778674
2002,DEU,2.08E+12
2002,GHA,6166330136
2002,GIB,..
2002,GRC,1.54E+11
2002,GRL,1169136691
2002,GRD,540336925.9
2002,GUM,..
2002,GTM,20776403844
2002,GIN,2949637039
2002,GNB,415843479.8
2002,GUY,722460886.4
2002,HTI,3472191962
2002,HND,7776435882
2002,HKG,1.66E+11
2002,HUN,67516529107
2002,ISL,9161798221
2002,IND,5.24E+11
2002,IDN,1.96E+11
2002,IRN,1.29E+11
2002,IRQ,..
2002,IRL,1.28E+11
2002,IMY,1897606791
2002,ISR,1.21E+11
2002,ITA,1.27E+12
2002,JAM,9694161516
2002,JPN,3.98E+12
2002,JOR,9580161861
2002,KAZ,24636598581
2002,KEN,13147743911
2002,KIR,72259045.96
2002,PRK,..
2002,KOR,6.09E+11
2002,KSV,2702427047
2002,KWT,38137545245
2002,KGZ,1605640633
2002,LAO,1758176653
2002,LVA,9537868349
2002,LBN,19152238806
2002,LSO,656752929.1
2002,LBR,543000000
2002,LBY,20481889764
2002,LIE,2688617885
2002,LTU,14278357284
2002,LUX,23308582722
2002,MAC,7322690268
2002,MKD,4018365247
2002,MDG,4397254608
2002,MWI,3495597587
2002,MYS,1.01E+11
2002,MDV,910864148.4
2002,MLI,3889758024
2002,MLT,4296164768
2002,MHL,124735071.9
2002,MRT,1324426607
2002,MUS,4767303154
2002,MEX,7.42E+11
2002,FSM,241543400
2002,MDA,1661818168
2002,MCO,2905973022
2002,MNG,1396555772
2002,MNE,1284504508
2002,MAR,42236836821
2002,MOZ,5031510909
2002,MMR,..
2002,NAM,3361251198
2002,NRU,..
2002,NPL,6050875807
2002,NLD,4.65E+11
2002,NCL,..
2002,NZL,66628222189
2002,NIC,5224213018
2002,NER,2170481509
2002,NGA,59116868251
2002,MNP,..
2002,NOR,1.95E+11
2002,OMN,20142782835
2002,PAK,72306820396
2002,PLW,163500000
2002,PAN,12994218400
2002,PNG,2999542369
2002,PRY,6325151760
2002,PER,54436633340
2002,PHL,81357602950
2002,POL,1.99E+11
2002,PRT,1.34E+11
2002,PRI,72546194000
2002,QAT,19363736264
2002,ROM,46174557556
2002,RUS,3.45E+11
2002,RWA,1677447003
2002,WSM,288078881.4
2002,SMR,879957209.9
2002,STP,80531992.12
2002,SAU,1.89E+11
2002,SEN,5333862371
2002,SRB,16116843146
2002,SYC,697518248.2
2002,SLE,1239004288
2002,SGP,91941192896
2002,SXM,..
2002,SVK,35083608131
2002,SVN,23563581047
2002,SLB,341663056
2002,SOM,..
2002,ZAF,1.15E+11
2002,SSD,..
2002,ESP,7.05E+11
2002,LKA,16536535647
2002,KNA,480825603.4
2002,LCA,746048893.3
2002,MAF,..
2002,VCT,461883444.4
2002,SDN,14803189093
2002,SUR,1078402128
2002,SWZ,1224226095
2002,SWE,2.64E+11
2002,CHE,3.01E+11
2002,SYR,21582248882
2002,TJK,1221113795
2002,TZA,10805599893
2002,THA,1.34E+11
2002,TMP,444000000
2002,TGO,1474630207
2002,TON,181801931.5
2002,TTO,9008273721
2002,TUN,23142294436
2002,TUR,2.33E+11
2002,TKM,4462028989
2002,TCA,..
2002,TUV,15451309.04
2002,UGA,6178563591
2002,UKR,42392896031
2002,ARE,1.10E+11
2002,GBR,1.68E+12
2002,USA,1.10E+13
2002,URY,13606494599
2002,UZB,9687951055
2002,VUT,262603781.8
2002,VEN,92889586976
2002,VNM,37947904054
2002,VIR,..
2002,WBG,3555800000
2002,YEM,10693278292
2002,ZMB,4193845678
2002,ZWE,6342116400
2003,AFG,4583648922
2003,ALB,5746945913
2003,DZA,67863829705
2003,ASM,..
2003,ADO,2373836214
2003,AGO,14188949191
2003,ATG,839996370.4
2003,ARG,1.28E+11
2003,ARM,2807061009
2003,ABW,2021301676
2003,AUS,4.66E+11
2003,AUT,2.61E+11
2003,AZE,7275766111
2003,BHS,6949317000
2003,BHR,11074822074
2003,BGD,60158929188
2003,BRB,3275000000
2003,BLR,17825436035
2003,BEL,3.19E+11
2003,BLZ,990350000
2003,BEN,3905366188
2003,BMU,4186525000
2003,BTN,622026107.8
2003,BOL,8082364868
2003,BIH,8370020196
2003,BWA,7511582173
2003,BRA,5.58E+11
2003,VGB,..
2003,BRN,6557333085
2003,BGR,21074775206
2003,BFA,4205691222
2003,BDI,784654423.6
2003,CPV,813963830.2
2003,KHM,4658246907
2003,CMR,13621738837
2003,CAN,8.92E+11
2003,CYM,..
2003,CAF,1139754799
2003,TCD,2736666516
2003,CHI,7332244898
2003,CHL,77840186385
2003,CHN,1.65E+12
2003,COL,94684582573
2003,COM,317562269.4
2003,ZAR,8937567060
2003,COG,3495868725
2003,CRI,17517536016
2003,CIV,15306602560
2003,HRV,34658113497
2003,CUB,35901500000
2003,CUW,..
2003,CYP,14445240091
2003,CZE,99300329682
2003,DNK,2.18E+11
2003,DJI,622044665.5
2003,DMA,350091216
2003,DOM,21277171990
2003,ECU,32432859000
2003,EGY,82924503943
2003,SLV,15046700000
2003,GNQ,2484745935
2003,ERI,870247703.2
2003,EST,9833875339
2003,ETH,8623691300
2003,FRO,1486861879
2003,FJI,2315935753
2003,FIN,1.71E+11
2003,FRA,1.85E+12
2003,PYF,..
2003,GAB,6497305662
2003,GMB,487038821.6
2003,GEO,3991374549
2003,DEU,2.51E+12
2003,GHA,7632406553
2003,GIB,..
2003,GRC,2.02E+11
2003,GRL,1402452662
2003,GRD,591018407.4
2003,GUM,..
2003,GTM,21917430474
2003,GIN,3446442219
2003,GNB,476388249.3
2003,GUY,741929342.8
2003,HTI,2960306121
2003,HND,8140271081
2003,HKG,1.61E+11
2003,HUN,84998508738
2003,ISL,11297018603
2003,IND,6.18E+11
2003,IDN,2.35E+11
2003,IRN,1.54E+11
2003,IRQ,..
2003,IRL,1.65E+11
2003,IMY,2264911807
2003,ISR,1.27E+11
2003,ITA,1.57E+12
2003,JAM,9399452788
2003,JPN,4.30E+12
2003,JOR,10193023676
2003,KAZ,30833692831
2003,KEN,14904517650
2003,KIR,90148518.06
2003,PRK,..
2003,KOR,6.81E+11
2003,KSV,3355083117
2003,KWT,47875838926
2003,KGZ,1919012781
2003,LAO,2023324407
2003,LVA,11734856721
2003,LBN,20082918740
2003,LSO,969167237.3
2003,LBR,416000000
2003,LBY,26265625000
2003,LIE,3070803439
2003,LTU,18802576988
2003,LUX,29206884876
2003,MAC,8194995761
2003,MKD,4946292775
2003,MDG,5474030080
2003,MWI,3209167240
2003,MYS,1.10E+11
2003,MDV,1043403344
2003,MLI,4703504466
2003,MLT,5119621569
2003,MHL,126887585.5
2003,MRT,1563074860
2003,MUS,5609836355
2003,MEX,7.13E+11
2003,FSM,244991000
2003,MDA,1980901554
2003,MCO,3588988601
2003,MNG,1595297301
2003,MNE,1707662613
2003,MAR,52064058834
2003,MOZ,5597367853
2003,MMR,..
2003,NAM,4931312147
2003,NRU,..
2003,NPL,6330476435
2003,NLD,5.72E+11
2003,NCL,..
2003,NZL,88250885550
2003,NIC,5322454926
2003,NER,2731416346
2003,NGA,67655840108
2003,MNP,..
2003,NOR,2.29E+11
2003,OMN,21633810143
2003,PAK,83244801093
2003,PLW,159900000
2003,PAN,13693884200
2003,PNG,3536459111
2003,PRY,6588103836
2003,PER,59030590739
2003,PHL,83908206456
2003,POL,2.18E+11
2003,PRT,1.65E+11
2003,PRI,75833996000
2003,QAT,23533791209
2003,ROM,59867801205
2003,RUS,4.30E+11
2003,RWA,1845979351
2003,WSM,338838639.4
2003,SMR,1122981525
2003,STP,96343906.43
2003,SAU,2.15E+11
2003,SEN,6858952880
2003,SRB,21188704081
2003,SYC,705704816
2003,SLE,1371442566
2003,SGP,97001377569
2003,SXM,..
2003,SVK,46731767494
2003,SVN,29697443017
2003,SLB,332736306.5
2003,SOM,..
2003,ZAF,1.75E+11
2003,SSD,..
2003,ESP,9.07E+11
2003,LKA,18881765437
2003,KNA,463418863.3
2003,LCA,810093360.7
2003,MAF,..
2003,VCT,481806296.3
2003,SDN,17646503525
2003,SUR,1271196078
2003,SWZ,1854032546
2003,SWE,3.31E+11
2003,CHE,3.52E+11
2003,SYR,21828144686
2003,TJK,1554125543
2003,TZA,11659129889
2003,THA,1.52E+11
2003,TMP,453000000
2003,TGO,1673690430
2003,TON,208098552.8
2003,TTO,11305459802
2003,TUN,27453084983
2003,TUR,3.03E+11
2003,TKM,5977440583
2003,TCA,..
2003,TUV,18230911.04
2003,UGA,6336696289
2003,UKR,50132953288
2003,ARE,1.24E+11
2003,GBR,1.94E+12
2003,USA,1.15E+13
2003,URY,12045631093
2003,UZB,10128112401
2003,VUT,314463144
2003,VEN,83622191419
2003,VNM,42717072778
2003,VIR,..
2003,WBG,3968000000
2003,YEM,11777768087
2003,ZMB,4901839731
2003,ZWE,5727591800
2004,AFG,5285461999
2004,ALB,7314865176
2004,DZA,85324998959
2004,ASM,..
2004,ADO,2916913449
2004,AGO,19640848729
2004,ATG,898356148.1
2004,ARG,1.82E+11
2004,ARM,3576615240
2004,ABW,2228279330
2004,AUS,6.13E+11
2004,AUT,3.00E+11
2004,AZE,8680511918
2004,BHS,7094413000
2004,BHR,13150166755
2004,BGD,65108544250
2004,BRB,3514500000
2004,BLR,23141587718
2004,BEL,3.71E+11
2004,BLZ,1057850000
2004,BEN,4521424807
2004,BMU,4484703000
2004,BTN,702682019
2004,BOL,8773451739
2004,BIH,10022840635
2004,BWA,8957467707
2004,BRA,6.69E+11
2004,VGB,..
2004,BRN,7872333215
2004,BGR,26094622564
2004,BFA,4838551100
2004,BDI,915257323.4
2004,CPV,924318490.8
2004,KHM,5337833256
2004,CMR,15775357015
2004,CAN,1.02E+12
2004,CYM,..
2004,CAF,1270080251
2004,TCD,4414929220
2004,CHI,8553643354
2004,CHL,1.01E+11
2004,CHN,1.94E+12
2004,COL,1.17E+11
2004,COM,368143118.7
2004,ZAR,10297483481
2004,COG,4648628840
2004,CRI,18596365927
2004,CIV,16554441847
2004,HRV,41574530816
2004,CUB,38202800000
2004,CUW,..
2004,CYP,17164625000
2004,CZE,1.19E+11
2004,DNK,2.51E+11
2004,DJI,666072101.8
2004,DMA,374771474.9
2004,DOM,22039210346
2004,ECU,36591661000
2004,EGY,78845185293
2004,SLV,15798300000
2004,GNQ,4410764339
2004,ERI,1109054005
2004,EST,12059204969
2004,ETH,10131187261
2004,FRO,1683997930
2004,FJI,2727507213
2004,FIN,1.97E+11
2004,FRA,2.12E+12
2004,PYF,..
2004,GAB,7756293575
2004,GMB,578785278.8
2004,GEO,5125273881
2004,DEU,2.82E+12
2004,GHA,8881368538
2004,GIB,..
2004,GRC,2.41E+11
2004,GRL,1617227234
2004,GRD,599118592.6
2004,GUM,..
2004,GTM,23965276000
2004,GIN,3666349049
2004,GNB,531109346.8
2004,GUY,785918769.6
2004,HTI,3537720277
2004,HND,8772194250
2004,HKG,1.69E+11
2004,HUN,1.04E+11
2004,ISL,13704440838
2004,IND,7.22E+11
2004,IDN,2.57E+11
2004,IRN,1.84E+11
2004,IRQ,36627901762
2004,IRL,1.94E+11
2004,IMY,2758117365
2004,ISR,1.35E+11
2004,ITA,1.80E+12
2004,JAM,10150978155
2004,JPN,4.66E+12
2004,JOR,11407566734
2004,KAZ,43151647003
2004,KEN,16095337094
2004,KIR,102220914.8
2004,PRK,..
2004,KOR,7.65E+11
2004,KSV,3639935348
2004,KWT,59440108585
2004,KGZ,2211535312
2004,LAO,2366398120
2004,LVA,14359465331
2004,LBN,20955223881
2004,LSO,1234215385
2004,LBR,474700000
2004,LBY,33122307692
2004,LIE,3454374270
2004,LTU,22649930576
2004,LUX,34343804321
2004,MAC,10585562564
2004,MKD,5682719260
2004,MDG,4363934494
2004,MWI,3476333639
2004,MYS,1.25E+11
2004,MDV,1202240023
2004,MLI,5444474268
2004,MLT,5643525282
2004,MHL,131106365.5
2004,MRT,1833444740
2004,MUS,6385691317
2004,MEX,7.70E+11
2004,FSM,239563300
2004,MDA,2598231467
2004,MCO,4110348444
2004,MNG,1992066759
2004,MNE,2073255525
2004,MAR,59626020162
2004,MOZ,6831808930
2004,MMR,..
2004,NAM,6606858786
2004,NRU,..
2004,NPL,7273933993
2004,NLD,6.51E+11
2004,NCL,..
2004,NZL,1.04E+11
2004,NIC,5795568205
2004,NER,3052898739
2004,NGA,87845403978
2004,MNP,..
2004,NOR,2.64E+11
2004,OMN,24763589077
2004,PAK,97977766198
2004,PLW,175300000
2004,PAN,15013275300
2004,PNG,3927114466
2004,PRY,8033877360
2004,PER,66695121800
2004,PHL,91371239765
2004,POL,2.54E+11
2004,PRT,1.89E+11
2004,PRI,80322313000
2004,QAT,31734065934
2004,ROM,76216441462
2004,RUS,5.91E+11
2004,RWA,2089188921
2004,WSM,420320176.4
2004,SMR,1317357835
2004,STP,105360801.9
2004,SAU,2.59E+11
2004,SEN,8031344381
2004,SRB,24861483281
2004,SYC,839319927.3
2004,SLE,1431208677
2004,SGP,1.14E+11
2004,SXM,..
2004,SVK,57240535138
2004,SVN,34470229198
2004,SLB,375109694.3
2004,SOM,..
2004,ZAF,2.29E+11
2004,SSD,..
2004,ESP,1.07E+12
2004,LKA,20662525941
2004,KNA,501150888.9
2004,LCA,890757609.7
2004,MAF,..
2004,VCT,521975111.1
2004,SDN,21457470203
2004,SUR,1484092538
2004,SWZ,2420645241
2004,SWE,3.82E+11
2004,CHE,3.94E+11
2004,SYR,25086930693
2004,TJK,2076148710
2004,TZA,12825801581
2004,THA,1.73E+11
2004,TMP,466000000
2004,TGO,1937074572
2004,TON,236247362.5
2004,TTO,13280275123
2004,TUN,31183139301
2004,TUR,3.92E+11
2004,TKM,6838351088
2004,TCA,..
2004,TUV,21535683.88
2004,UGA,7940362799
2004,UKR,64883060726
2004,ARE,1.48E+11
2004,GBR,2.30E+12
2004,USA,1.23E+13
2004,URY,13686329890
2004,UZB,12030023548
2004,VUT,364996869.1
2004,VEN,1.12E+11
2004,VNM,49424107710
2004,VIR,..
2004,WBG,4329200000
2004,YEM,13873500888
2004,ZMB,6221077675
2004,ZWE,5805598400
2005,AFG,6275076016
2005,ALB,8158548717
2005,DZA,1.03E+11
2005,ASM,..
2005,ADO,3248134607
2005,AGO,28233712831
2005,ATG,997374111.1
2005,ARG,2.21E+11
2005,ARM,4900469515
2005,ABW,2331005587
2005,AUS,6.93E+11
2005,AUT,3.15E+11
2005,AZE,13245421881
2005,BHS,7706222000
2005,BHR,15968726862
2005,BGD,69442943089
2005,BRB,3897500000
2005,BLR,30210091837
2005,BEL,3.87E+11
2005,BLZ,1114202700
2005,BEN,4803702821
2005,BMU,4868136000
2005,BTN,818869145.1
2005,BOL,9549077869
2005,BIH,11225138297
2005,BWA,9931134941
2005,BRA,8.92E+11
2005,VGB,..
2005,BRN,9531402848
2005,BGR,29821662537
2005,BFA,5462709498
2005,BDI,1117257279
2005,CPV,971977088.2
2005,KHM,6293046162
2005,CMR,16587858857
2005,CAN,1.17E+12
2005,CYM,..
2005,CAF,1350301057
2005,TCD,6646663021
2005,CHI,8827272727
2005,CHL,1.24E+11
2005,CHN,2.27E+12
2005,COL,1.47E+11
2005,COM,380372892.6
2005,ZAR,11964484668
2005,COG,6087002682
2005,CRI,19964925503
2005,CIV,17084928927
2005,HRV,45416076681
2005,CUB,42644200000
2005,CUW,..
2005,CYP,18270009451
2005,CZE,1.36E+11
2005,DNK,2.65E+11
2005,DJI,708633194.7
2005,DMA,370370370.4
2005,DOM,34004081037
2005,ECU,41507085000
2005,EGY,89685725230
2005,SLV,17093800000
2005,GNQ,8217369093
2005,ERI,1098425901
2005,EST,14006093769
2005,ETH,12401139454
2005,FRO,1730891409
2005,FJI,3006725015
2005,FIN,2.04E+11
2005,FRA,2.20E+12
2005,PYF,..
2005,GAB,9458884812
2005,GMB,624174723.7
2005,GEO,6410941013
2005,DEU,2.86E+12
2005,GHA,10731634117
2005,GIB,..
2005,GRC,2.48E+11
2005,GRL,1650283229
2005,GRD,695370296.3
2005,GUM,..
2005,GTM,27211377220
2005,GIN,2937071767
2005,GNB,586791836.1
2005,GUY,824880550.3
2005,HTI,4310358096
2005,HND,9672035709
2005,HKG,1.82E+11
2005,HUN,1.13E+11
2005,ISL,16749309720
2005,IND,8.34E+11
2005,IDN,2.86E+11
2005,IRN,2.20E+11
2005,IRQ,49954890353
2005,IRL,2.11E+11
2005,IMY,2971167185
2005,ISR,1.43E+11
2005,ITA,1.85E+12
2005,JAM,11204416000
2005,JPN,4.57E+12
2005,JOR,12588665303
2005,KAZ,57123671734
2005,KEN,18737895401
2005,KIR,106149546.4
2005,PRK,..
2005,KOR,8.98E+11
2005,KSV,3736599925
2005,KWT,80797945205
2005,KGZ,2460246796
2005,LAO,2735558735
2005,LVA,16903250778
2005,LBN,21287562189
2005,LSO,1368352570
2005,LBR,550000000
2005,LBY,47334148578
2005,LIE,3659320087
2005,LTU,26125575942
2005,LUX,36977365999
2005,MAC,12092284455
2005,MKD,6258600714
2005,MDG,5039293031
2005,MWI,3655892942
2005,MYS,1.44E+11
2005,MDV,1119806500
2005,MLI,6245031690
2005,MLT,5990648162
2005,MHL,137744500
2005,MRT,2184444849
2005,MUS,6283796155
2005,MEX,8.66E+11
2005,FSM,249845600
2005,MDA,2988338439
2005,MCO,4280072626
2005,MNG,2523471602
2005,MNE,2257118341
2005,MAR,62343022651
2005,MOZ,7723846195
2005,MMR,..
2005,NAM,7261333795
2005,NRU,..
2005,NPL,8130258976
2005,NLD,6.79E+11
2005,NCL,..
2005,NZL,1.15E+11
2005,NIC,6321335612
2005,NER,3405134832
2005,NGA,1.12E+11
2005,MNP,..
2005,NOR,3.09E+11
2005,OMN,31081924577
2005,PAK,1.10E+11
2005,PLW,193300000
2005,PAN,16374277900
2005,PNG,4865971718
2005,PRY,8734653809
2005,PER,74947898080
2005,PHL,1.03E+11
2005,POL,3.04E+11
2005,PRT,1.97E+11
2005,PRI,83914521341
2005,QAT,44530494505
2005,ROM,99697566668
2005,RUS,7.64E+11
2005,RWA,2581465675
2005,WSM,465568018.3
2005,SMR,1375416604
2005,STP,126194166.2
2005,SAU,3.28E+11
2005,SEN,8707015771
2005,SRB,26252007830
2005,SYC,919103254.5
2005,SLE,1627854495
2005,SGP,1.27E+11
2005,SXM,..
2005,SVK,62493023256
2005,SVN,36346971770
2005,SLB,413911362.3
2005,SOM,..
2005,ZAF,2.58E+11
2005,SSD,..
2005,ESP,1.16E+12
2005,LKA,24406252457
2005,KNA,543169963
2005,LCA,946681289
2005,MAF,..
2005,VCT,550728666.7
2005,SDN,26524538566
2005,SUR,1793776693
2005,SWZ,2584089444
2005,SWE,3.89E+11
2005,CHE,4.08E+11
2005,SYR,28858965517
2005,TJK,2312344311
2005,TZA,16929976600
2005,THA,1.89E+11
2005,TMP,491000000
2005,TGO,2115154262
2005,TON,258739680.9
2005,TTO,15982282468
2005,TUN,32273007554
2005,TUR,4.83E+11
2005,TKM,8104355717
2005,TCA,..
2005,TUV,21839543.63
2005,UGA,9013834373
2005,UKR,86142018069
2005,ARE,1.81E+11
2005,GBR,2.42E+12
2005,USA,1.31E+13
2005,URY,17362857684
2005,UZB,14307509839
2005,VUT,394962552.3
2005,VEN,1.46E+11
2005,VNM,57633255739
2005,VIR,..
2005,WBG,4831800000
2005,YEM,16753772448
2005,ZMB,8331870169
2005,ZWE,5755215200
2006,AFG,7057598407
2006,ALB,8992642349
2006,DZA,1.17E+11
2006,ASM,..
2006,ADO,3536451646
2006,AGO,41789478661
2006,ATG,1135143593
2006,ARG,2.63E+11
2006,ARM,6384451606
2006,ABW,2421474860
2006,AUS,7.47E+11
2006,AUT,3.34E+11
2006,AZE,20983019924
2006,BHS,7965588000
2006,BHR,18505053191
2006,BGD,71819083684
2006,BRB,4303500000
2006,BLR,36961821894
2006,BEL,4.10E+11
2006,BLZ,1217442150
2006,BEN,5142380779
2006,BMU,5414299000
2006,BTN,897731524.9
2006,BOL,11451869165
2006,BIH,12866524918
2006,BWA,10126940513
2006,BRA,1.11E+12
2006,VGB,..
2006,BRN,11470703002
2006,BGR,34304448150
2006,BFA,5844669846
2006,BDI,1273180597
2006,CPV,1107891063
2006,KHM,7274595707
2006,CMR,17953066721
2006,CAN,1.32E+12
2006,CYM,3207032513
2006,CAF,1460562038
2006,TCD,7422102520
2006,CHI,9676172953
2006,CHL,1.55E+11
2006,CHN,2.73E+12
2006,COL,1.63E+11
2006,COM,406111873.5
2006,ZAR,14296507096
2006,COG,7731261311
2006,CRI,22526463619
2006,CIV,17800887796
2006,HRV,50453577898
2006,CUB,52742100000
2006,CUW,..
2006,CYP,19866878479
2006,CZE,1.55E+11
2006,DNK,2.83E+11
2006,DJI,768873684
2006,DMA,390370370.4
2006,DOM,35952890849
2006,ECU,46802044000
2006,EGY,1.07E+11
2006,SLV,18550700000
